business_id,name,address,city,state,stars
5yhUr1Cv21bOL6ZkE5IdCQ,Ho Won Restaurant,115 2 Avenue South E,Calgary,AB,3.5
_W1ke2wRSE058_IjH2aARA,Hundred Taste,"18025 Yonge Street, Unit 12",Newmarket,ON,4.5
zkU-WMio8g6dpRJ2Y2xqvQ,Elegance Chinese Cuisine & Banquet,7130 Warden Avenue,Markham,ON,3.5
AgumeejSSVoJ0Bdr5Iguww,Super Noodle Express,358 Spadina Avenue,Toronto,ON,3.5
9-_7jOcLec5-p_gGz-OGCw,Magic Bowl,1215 Lake Sylvan Drive SE,Calgary,AB,3.5
HOEQwbJcy1E47Vz3vU8vQw,Calgary Court Restaurant,119 2 Ave SE,Calgary,AB,4
7CHr-klnXenyow0H8b2Cyg,The Bowl Kee Restaurant,8360 Kennedy Road,Markham,ON,3.5
9DIbfGYvKnEetNA8ntZoLg,Lotus Bleu,4847 Rue de Verdun,Verdun,QC,4
Qme4ZWzZEdZUwnpo-sPPIw,Noodle Bowl,348 Bloor St W,Toronto,ON,2
Veh0kB2ErSaKsH5v6o7nwQ,Chopsticks House,6B Wellesley Street W,Toronto,ON,3.5
ge7hMHBENM8AFVf-bBmIQg,Ginger Beef Peking House,3802 Brentwood R NW,Calgary,AB,2
dG8-YAgrw5HS1hgdVRPHpA,Cynthia's Chinese Restaurant,2460 Neyagawa Blvd,Oakville,ON,3
AjcOXSV1ECKja4JqY3UIXg,Mandarin Restaurant - Mississauga,87 Matheson Boulevard E,Mississauga,ON,3.5
7Ry-hEfZwaDXe8u-n6v15A,Shanghai Dim Sum,"330 Highway 7 E, Unit 108",Richmond Hill,ON,3.5
dnNjNkcYSjFudOLcOFkxlg,Cafe Cogo,"8261 Woodbine Avenue, Unit 8",Markham,ON,2.5
o5t33JVLpZWf269AEPB95Q,Greens Vegetarian Restaurant,638 Dundas Street W,Toronto,ON,3.5
odhwxNT5Y1qWB8v_rdmS6Q,Ginger And Onion Cuisine,"240 Alton Towers Circle, Unit A7",Toronto,ON,4
6t7U64hS_cBZtVKSP-q5Ww,Lee Kitchen,"T1 International Gate E73, 3111 Convair Drive",Mississauga,ON,2
7KKugTC6WXZpypifkf9i7Q,Tangerine Asian Cuisine,"2058 Ellesmere Road, Unit 1",Scarborough,ON,3.5
0-jZq2P4eN7fRdt4Ls1QZQ,Ming's Restaurant,8390 Kennedy Road,Markham,ON,3
Xqs8-K4tPcGw9ACMtHwCAA,Pho Basil,6294 Main Street,Stouffville,ON,3.5
JG_yW_DTE2F-sPtYiyO8zg,Szechuan Restaurant,320 16 Avenue NW,Calgary,AB,4
9q0qW2sbI147hAaUVfVUqQ,Richlane Chinese Cuisine,9425 Leslie Street,Richmond Hill,ON,3
INnZ6bYoIN2M7bcP7Cb3bw,Empire Wok,970 Southdown Road,Mississauga,ON,3
Kxop0nGA-BUrwYD4EGhyPA,Chinese Traditional Buns,536 Dundas Street W,Toronto,ON,3.5
--6MefnULPED_I942VcFNA,John's Chinese BBQ Restaurant,"328 Highway 7 E, Chalmers Gate 11, Unit 10",Richmond Hill,ON,3
RlNmDWJ0kkEWXW7yORJZVw,Congee Wong,10 Ravel Road,North York,ON,4
icTMQrn3BYeSfBrxQZN6Bg,Gold Diamond Chinese Restaurant,346 Spadina Avenue,Toronto,ON,3
eLExQY6_KOYaayapWNp5IQ,NCE BBQ,"180 Steeles Avenue W, Unit 20A",Vaughan,ON,3.5
Kw06PxDkF8gNMVWntmBKTw,Wonton Chai Noodle,4400 Sheppard Avenue E,Scarborough,ON,4
0Mhw1lD_Zwsv4Vo6oQrPWA,Wah Too,58 Centre Avenue,Toronto,ON,3.5
BevY0RqrIxHOgfd8l_UWSQ,OMG Restaurant & Lounge,4033 Gordon Baker Road,Scarborough,ON,2.5
pofDmHoIsdvPcSKzb2iMag,Sky Dragon Chinese Restaurant,280 Spadina Avenue,Toronto,ON,2.5
VtDEh7GakYMBHNAw_PVjZg,King's Chinese Food,1050 17 Avenue SW,Calgary,AB,2.5
sQFpfRs1Flcw3evCdI2wpA,Asian Bowl,271 Yonge Street,Toronto,ON,3.5
I4Ya4liVt_60LUKDo2Xceg,Tai Pan,"1518 Center Street NE, Suite 171",Calgary,AB,3.5
x9SL1nCaUYM4JP91UrVkxQ,Maple Yip Seafood Restaurant,4227 Sheppard Avenue E,Scarborough,ON,3.5
r2qLNZaYTZKjvVXfXB1BLQ,The Bowl Noodle Bar,"633 Silver Star Blvd, Unit 110 & 111",Toronto,ON,3
wWry6ceFOu0pSmzPpDJQcA,A Xiang,"3250 Midland Avenue, Suite G106",Toronto,ON,3.5
NdpvGGF4cLrdnA6ydSZz3g,Morals Village,"8333 Kennedy Road, Unit 1073",Markham,ON,3
dPVCSAu8xVIDXD-C3s6c5Q,Luxurban Kitchen,8380 Kennedy Road,Markham,ON,4
Fl3OriheCTatMZMlNdaCnQ,Jin's Mi-Fen,5515 Yonge Street,Toronto,ON,4
0PM5oFKO29sZmL5efmHxug,Chinese Dumpling House,112-3636 Steeles Avenue E,Markham,ON,3.5
L_JIwCB8OeZLiHWg6VTydA,Food Kingdom,4675 Steeles Avenue E,Toronto,ON,2.5
b7wUWVV01xaa7E0FUNMDiw,DaiLo,503 College Street,Toronto,ON,4
TYvyrN4fGTBUx4EncK2LUQ,Andy's Fish And Chips,3341 Markham Road,Toronto,ON,2.5
c7wwhjj0kmmDvEssl6qJ0Q,Bashu Sichuan Cuisine,4771 Steeles Avenue E,Toronto,ON,3.5
7UCj5fj-aETTn3johW1LRw,Hakka Flavours,"2880 Queen Street E, Unit 13",Brampton,ON,4
4IrX-f_4TqmrKhb7egiZag,Asian Legend,505 Highway 7  E,Thornhill,ON,3
A5lD3y2eREchEdMcvWPXBA,Yin Ji Chang Fen,"7010 Warden Avenue, Unit 17-18",Markham,ON,4
YI4MTduy3fhKNtn2piOyow,Primary Taste Yunan Noodle,109A Ravel Road,Toronto,ON,3
YmX3UDKy4CeFQ7guNlrw4w,Red Lotus,"1177 Central Parkway W, Unit 11",Mississauga,ON,3.5
dN3-yXUI6ybiLhO-lF5oQg,Tin Tin Congee Chinese Restaurant,"4205 Keele Street, Unit 7",Toronto,ON,3
Fu5rL-dPs-VNW0k315xMbw,Fantasy Eatery,"10909 Yonge Street, Suite 16",Richmond Hill,ON,3.5
dL3gqcsFrhtN2uvrDupl5A,Dumpling Lab,10-303 Centre Street SW,Calgary,AB,3.5
f-ookZOX4pBNldaOHMkJ4A,Hong Shing Chinese Restaurant,195 Dundas Street W,Toronto,ON,3
dVMP0_oELc7hf77NYCgudg,Pearl,"Bayview Village Shopping Centre, 2901 Bayview Avenue, Unit A20",North York,ON,3
QNjgoQsJyEv07XSNumolmw,Dragon House,"2530 Sixth Line, Unit 13",Oakville,ON,3
xFSfbErYKKjKU5su_kfvFA,WB Chinese Cooking,1883 NcNicoll Avenue,Scarborough,ON,2.5
gson5zEUqpFjrRnz7vJu0g,Papa Chang's Take Out and Catering,"431 Alden Rd, Unit 2",Markham,ON,3.5
KMA1sN-RlOiSEi_nmH26Sw,Sugar Marmalade,1228 Rue Bishop,Montréal,QC,2.5
eh9e2wfsXNRa4BgVSXUu7g,Hai Tang Bakery & Cafe,"7220 Kennedy Road, Suite 6",Markham,ON,3.5
YWrrjZ7KdYwN_pUNbLfTCw,Fortune Dragon,6085 Creditview Road,Mississauga,ON,2.5
bsjBLLHR4TMVR5eAeLAI9w,China Town Kim Fung,"1111 Rue Saint-Urbain, Suite M05",Montréal,QC,3.5
Kwc1AaV_HU8x1M2fVH4qwA,Forever Good Asian Cuisine,16756 McKenzie Lake Boulaverd SE,Calgary,AB,3.5
ax4ztJvW28xgGvI0OPqGcQ,New City Restaurant,8392 Kennedy Road,Markham,ON,4
5PcW2QipC23t_g71rdCCcw,Fok Yuan Seafood Restaurant,3833 Midland Avenue,Scarborough,ON,3.5
afpXsZF7aYEOYAZpVbOvsQ,Chicha Restaurant,5100 Sherbrooke W,Montréal,QC,3.5
zUSmxRfIcuTGSR630qv9zQ,House of Pepper,1G-1550 South Gateway Road,Mississauga,ON,3
la4mM0mSexjkOLe1goXJPg,Hotopia Sichuan Cuisine,25 Spring Garden Avenue,Toronto,ON,3
9Auncrq-xGueTzgkGO1AkA,E Pan Chinese Cuisine,369 Spadina Avenue,Toronto,ON,3
vTlIUtYXdPxCk6UB746w8w,Utopia Dream Cafe,"7170  Warden Avenue, Unit 26-27",Markham,ON,2.5
haMEAD0sGUUwfWpzSimC2w,303 Fusion Kitchen,4413 17th Avenue SE,Calgary,AB,4
RJx_V39W3KGO1ORr99NCBw,Mr Roc's Crawfish,416 Spadina Avenue,Toronto,ON,2
VW33YWpe_zPGDEHN0cNQfQ,Power King Restaurant,8360 Kennedy Road,Markham,ON,3
OBW5Yw9LVQwe2Bem5oM7ng,Rouge,6000 Boulevard Rome,Brossard,QC,3.5
HA9VtwOCvBEYqRxuJfa6Xg,Emperor Hotpot,"7077 Kennedy Road, Unit 110",Markham,ON,2.5
9LNs7rIaRngiI57TEfSYiQ,I Love BBQ,6028 Yonge Street,Toronto,ON,3
adfELKOWudmET4s_yZ68CQ,Han Shi Fang,"3250 Midland Avenue, Unit G101",Toronto,ON,3
UkpkgsNWiurnsNRkDzevmg,The Fritter King,"Golden Square Centre, 1177 Central Parkway W, Suite 9",Mississauga,ON,3.5
Y3Mwhwj3TmF7ka552_sY_A,General Thai Chinese Cuisine & Vegetarian,15531 Yonge Street,Aurora,ON,4.5
OZF7EM-W-2-V0LQOYSYhBA,Lin Garden Restaurant,1806 Pharmacy Avenue,Scarborough,ON,3
vRuD9awneiGqZgwYPUjEGA,King Asian Restaurant,2500 Hurontario Street,Mississauga,ON,2.5
yU5IGuiwQq9QeIHF8M75WQ,Ten Ren's Tea,9570 Mccowan Road,Markham,ON,2.5
td9FZybutwNG7DgocHCiXA,Lai Wah Heen,108 Chestnut Street,Toronto,ON,3.5
VvSmE1NnTjnaTPHT0WrCaQ,King's Café,192 Augusta Avenue,Toronto,ON,4
2zmsElyBgX5MT7dWoxsQlA,Paul Wong's Fine Chinese Cuisine,376 Kingston Road,Pickering,ON,2.5
8MdMBYTVavXF-smJapxrQA,Golden Horse Restaurant,"1480 Major Mackenzie Drive E, Unit C7-C8",Richmond Hill,ON,3
9q8JSsHC5lR6Hh16W_5ggg,Salt and Pepper,"35 Brunel Road, Unit  4",Mississauga,ON,2.5
8ySvFNHBGHnVaQ3XwOuFqg,Tacos Baos,914 Bloor Street W,Toronto,ON,4
WqXrmUVy5Ay3Scn4GPM9Ug,The Borough,1352 Danforth Avenue,Toronto,ON,4
dsVHp2o1mU6BT7sHJkViOA,New Dynasty Restaurant,150 Crowfoot Crescent NW,Calgary,AB,2.5
spDZkD6cp0JUUm6ghIWHzA,Kitchen M,8515 McCowan Road,Markham,ON,3
LJEoHxM8wow4nSaObqXzSg,Noodle Star,9255 Woodbine Avenue,Markham,ON,3
xCgHUDW-rMrqDLN7GMQpyQ,Restaurant Yi Pin Xiang,735 boul Décarie,Saint-Laurent,QC,4
TA1Q7RWVzMigi5X3FAmctw,Asian Garden Hakka Restaurant,883 16th Avenue,Richmond Hill,ON,3.5
lTIt-3zKyluCPFwdu78JSA,B & B Cafe Restaurant,50 Bur Oak Avenue,Markham,ON,3
7T3WU-Up01pgCeygbc_K-A,Dagu Rice Noodle-Downtown,115 Dundas Street W,Toronto,ON,3
5VOqWjRXUPc7b1A_NSI9mQ,Spicy Garden,"4810 Sheppard Avenue E, Unit 220",Scarborough,ON,3.5
dJnF_GUWdoX3tUucpKbYMg,New Da Fu Seafood Cuisine 新大福海鮮酒樓,"5651 Steeles Avenue E, Unit 1-3",Toronto,ON,2.5
sXKDj1yjfWkwhx5AxrgdBw,Yummy Zone,895 Bay Street,Toronto,ON,3.5
tX1fI1TgkvPQNYvwABea0w,Bubble Republic Tea House,4555 Hurontario Street,Mississauga,ON,3
Hrbwae-MS_7JlS27uoigIA,New Fortune Stone,7010 Warden Avenue,Markham,ON,3.5
hq10TdILrwtTcAESKY251Q,Nirvana the Flavours of India,"35 Brunel Road, Unit 5",Mississauga,ON,3
fzHBvd0HZm1yB3UIMqZ3bA,Ding Tai Fung,"3235 Highway 7 E, Suite 18B",Markham,ON,3.5
DgQOqU9OOHkb7xzG9Aq0fw,D&D Thai Fusion,"670 Highway 7 E, Unit 12",Richmond Hill,ON,3.5
YfeTH4jtz_gpWz0QRYJFnQ,Sugar Marmalade,"3255 Highway 7, Unit 19-20",Markham,ON,3.5
Cy5VGp4Qhq6AI3Y9ukR2sA,Tea Shop 168,5193 Yonge Street,North York,ON,2.5
wh2o1CPduEtg-wFCuJlQKQ,Kim Hour,7682 Boulevard Saint-Michel,Montréal,QC,3.5
47WDyaBzlYK24wY1m_XnsA,Congee Phoenix Cuisine,2111 Sheppard Avenue E,Toronto,ON,3
R4EhR8xhONLFqqI6ZnzNWw,Dumpling Restaurant,4385 Sheppard Avenue E,Scarborough,ON,3.5
wvCDmaEIFTCruexTLn3jXA,Dessert Kitchen,"3623 Highway 7 E, Unit 106, Liberty Square",Markham,ON,3.5
HawJbjbA70EtOOJFzMZoSA,Mega Street Food Complex,5629 Yonge Street,Toronto,ON,3.5
UPiwhHLu9xr-82QMKeURqg,Lemongrass Kitchen,1550 S Gateway Road,Mississauga,ON,3.5
IWv1KToYjdiMZTTQJhH5Xw,Papa Jackie,4745 Boulevard Grande Allée,Brossard,QC,3.5
Ph_VJSwL3-6G4C_lgRgEJQ,K & B Noodle House,806 Center Street NE,Calgary,AB,3.5
zTJg9_VFyXiQQ0PegucaJg,Golden House,1280 Yonge St,Toronto,ON,3.5
gOhiq0tL76I9bXMDWWsL5Q,Shanghai House Chinese Restaurant,1014 Burnhamthorpe Road E,Mississauga,ON,3.5
uUvnimNxg15Ds9r0SC3oMg,Tasty BBQ Seafood Restaurant,"3555 Don Mills Road, Unit 11",Toronto,ON,3
dltDW0fS4HzxZ0A7PDT5jg,JAM House Seafood Restaurant,"1425 Dundas Street E, Suite 3",Mississauga,ON,4
8RUrvxlOOLkGJYLgCXJ-ig,Vic's Hong Kong Style Café,100 3 Ave SE,Calgary,AB,3
SXAXzOwp0I2wiA1V3iMtbg,Red Mango,5 Lesmill Road,Toronto,ON,3.5
oWWLfYxmUpahdF-5FexnpA,Xin Xin BBQ Restaurant,1177 Central Parkway W,Mississauga,ON,3
N97-DBkCFBy69maCMkUG1A,Ten Mile Aroma,428 Dundas Street W,Toronto,ON,2.5
s_Pob8TopJ3htux7mWnMIw,Robo Sushi,9-865 York mills rd,Toronto,ON,3
w57jrfwJyRBzqZq0Sf5zxQ,Bubblemania Cafe,455 16th Avenue NE,Calgary,AB,3.5
9nMoCP27LfPGo2Yu-6z1bg,Yunshang Rice Noodle House - Warden,"7060 Warden Avenue, Unit C1-1A",Markham,ON,3.5
P7ZzfO3zOmF5y82RBiJHmg,China Cottage,"80 Ellesmere Road, Unit 11",Scarborough,ON,3.5
AWHNeK6i4SN8zpsfUrRXJA,Wing's Chinese House Take Out,5720 Silver Springs Blvd NW,Calgary,AB,4
5oV7oSbo9h4nzWxNfoLc4A,K-Wok,730 Yonge Street,Toronto,ON,3.5
9nv9UKIB2p5i8_8Ro3-gvA,Dagu Rice Noodle,"505 Highway 7, Unit 50",Thornhill,ON,3.5
MWJg4LxOm9c7VGi1KrL5Ug,Ming City Restaurant & Bar,1662 Eglinton Avenue W,York,ON,3
L_tieGcFMQVSmk7XiA093A,Chine Hot Pot & Noodles,"327 Spadina Avenue, Unit A",Toronto,ON,4
fGurvC5BdOfd5MIuLUQYVA,Dumpling House Restaurant,328 Spadina Avenue,Toronto,ON,3.5
kD05qsPROIFoEhgQIp_Vig,Gohyang Restaurant,5096 Dundas Street W,Toronto,ON,4
4FEb2SzmU_l7SCQAbvW5Hg,Azyun Restaurant,"144 Main Street N, Unit 17",Markham,ON,4
sr0rCMn-XtKATvl9adYQxA,Double Ming Chinese Dessert,4186 Finch Avenue E,Scarborough,ON,3.5
zrJDRWzP0P4wTFq8-N_mzA,100 Degrees Hot Pot,650 Highway 7 E,Richmond Hill,ON,2.5
ze-xCiBLB-QSfNXHiPY5Qw,L's Chinese Eatery,1734 Lawrence Avenue E,Toronto,ON,4
IHX9FiUyNxxGFgFS5rTOxQ,Papillon Bleu,200 Rue Saint-Jacques,Montréal,QC,4
PZ08ZO0-t2r1qA5WDd6wfA,Honey-Bee Restaurant,2028 Queen Street E,Toronto,ON,2
PAJlmByrU8zAB3WsXxA30Q,Legend Chinese Restaurant,5 Glen Cameron Road,Thornhill,ON,3.5
IdVoDto0eqtzzH5B4bpvsA,Little House HK cafe,4471 Highway 7 E,Markham,ON,3
2hekiyi_LtQCO2fJcObQkg,Good Pho You,17-235 Bayly Street W,Ajax,ON,4.5
I1pLg_ZjLMcie3g58I_GZA,Metro Square Cafe Restaurant,3636 Steeles E Avenue,Markham,ON,3
eDtxNY64sFYGjeFPJYlZ6w,Chiu Chow Boy,"3261 Kennedy Road, Unit 4-5",Scarborough,ON,3
HakulcKdPE-RaWCVF1GUKQ,Aberdeen Delicatessen,3250 Midland Avenue,Toronto,ON,2
tIE_8gjZ5aR-JW-qEGbdJQ,Patisserie La Legende,68 Rue de la Gauchetière O,Montréal,QC,3
yswKt37oj5f7o6EaOdzA_w,Le Cristal Chinois,12230 Boulevard Laurentien,Montréal,QC,3.5
jtxwnAAfwskSC_TdB0E3bg,Cygnet Hot Pot,"350 Highway 7, Unit 105",Richmond Hill,ON,3
KVGdRDCXOPbcDH_3HC1jfA,Grand Chinese Cuisine,"International Plaza Hotel, 655 Dixon Road",Etobicoke,ON,3.5
N6x7JkfDLqLoO4WUHetiEA,Shanghai Classic Restaurant,8282 Centre St NE,Calgary,AB,3.5
IDPbmH1OIhEbb9OIQyDJgw,Gourmet Vegetarian Restaurant,"280 W Beaver Creek Road, Suite 22-25",Richmond Hill,ON,3.5
bJQsVvEdi810vdpQsq3IXQ,Chinese Village Oriental & Western,512 6 Street  SW,Calgary,AB,3
ZhoIDHg1tDSgY2FJHYwX1Q,Citi Wok,"446 Hollandview Trail, Unit 2",Aurora,ON,3.5
VL5kkH-RQ9dx_wjvLk64yw,Wok Box,"855 Taunton Road E, Unit 4",Oshawa,ON,2.5
irZlUo2wdBiQjryQhU_rSw,Tampopo,4449 Rue De Mentana,Montréal,QC,3
LRPp4mqZ0DLq9Vx-E2MnxA,Chez Mein,3754 Boulevard Saint-Laurent,Montréal,QC,4
wY4CE59lES6SHsaF1RYDBg,Kam Han Szechuan House North,2318 Spiller Road SE,Calgary,AB,3.5
VYByx4yXYiZDeiaVVus7HQ,Mon ChiCha Bistro,1396 Boulevard de Maisonneuve O,Montréal,QC,3
sp0kp2ZWmO0a6CcK-SGd-Q,Mon Nan,43 Rue De La Gauchetiere E,Montréal,QC,3.5
FUmy99Q3EZByy2GcCJlxyg,Cuisine AuntDai,5557A Cote-des-Neiges,Montréal,QC,4
G01ln4hwSJv0C_aQ0RVgWQ,J & S Asian Cuisine,"15440 Bayview Avenue, Unit B03",Aurora,ON,4
Q3UkgxNNInsPcUFhsQFcrg,Kum Hong BBQ Restaurant,420 Highway 7 E,Richmond Hill,ON,4
Q_Iia5C2quTUVfE5_8jObw,The Royal Chinese Restaurant,3587 Sheppard Avenue E,Toronto,ON,3.5
r4uLhd8wBRea8H8sprBLUg,Liuyishou Hotpot Downtown Toronto,254 Spadina Avenue,Toronto,ON,4
nZk009qoCNuPeDCn1hey7A,Soyummy Factory,"111 3 Avenue SE, Suite 105",Calgary,AB,4.5
h-xOELUCAqOROoBtRC6Bow,Ming's Noodles,1133 Dundas Street E,Mississauga,ON,4.5
l-2xwlocbVNu7S6NByVMMg,Eastern Treasures,2825 32 Avenue NE,Calgary,AB,2
l-nL4BmhzpZjcavooO48PQ,The Wokker Restaurant,5555 Eglinton Avenue W,Etobicoke,ON,3.5
8oNQ3pomHYT-BeWq_aSWPg,Tasty Asian Cuisine,649 Yonge Street,Toronto,ON,4
XhZlS7LbbGXo675Q4r8nFw,Holiday Inn Montreal Centreville Downtown,99 Viger Avenue W,Montreal,QC,3
8fzSmy88qLPUAmrG8Dahfw,Lar's BBQ,"17235 Leslie Street, Unit 6",Newmarket,ON,4
IjcVZywzzzaTcjZyni7GWg,King's - On The Hill,808 Edmonton Trail NE,Calgary,AB,4.5
ZDDzKXN_JXe7694zePRuTQ,Chatime - Dundas,132 Dundas Street W,Toronto,ON,4
DxbdfvNYPCyiLJDDPJK3Tg,Hakka Bro's,"3685 Keele Street, Unit 6",North York,ON,3.5
bg3YcuqVyQofTz5d4kKgug,Federick,1920 Ellesmere Road,Scarborough,ON,3
rO9X1ge-xQZInuy5HYIOIA,Two Penny,1213 1 Street SW,Calgary,AB,3.5
STzLrBgOr_-Y_cVs3t7jFw,Big Mouth Kee,280 W Beaver Creek Road,Richmond Hill,ON,3.5
Izd-To33XTMnjM19XRonhw,Amigo,"1027 Boulevard Saint-Laurent, 2e étage",Montréal,QC,4
3ot6ucvk6eG6Zgtzc2-gwg,Sandy's Restaurant,2093 Danforth Avenue,Toronto,ON,3.5
d-iIDYzH9Iw-dDjM-93EMw,Caltons Chinese Restaurant,"5010 4 Street NE, Unit 14",Calgary,AB,4
Cl0MirLvlTgDI2TQJtC7pw,Little Sheep Mongolian Hot Pot,"999 36 Street NE, Unit 100A",Calgary,AB,3
t7wcfSi4yOLXGW6FBq0W8Q,HAKKA KING,"7595  Markham Road, Suite 03",Markham,ON,3
tisVBZM6OFh1ih4x6rGtDw,Garden Gate Restaurant,2379 Queen Street E,Toronto,ON,3
taet5lzHXhUGGkPrWcfmsg,Qing Hua,1676 Avenue Lincoln,Montréal,QC,3.5
tCJjzxEcTWwdqIpIvZEP-g,Yummy House,234 Jones Avenue,Toronto,ON,4
k-zr3rReFvYWz8vNyDpJMA,TAO Canteen,9830 Markham Road,Markham,ON,3
zQ3ipTBmNFQXwwqjw6pEfg,Captain's Catch,2111 Sheppard Avenue E,Toronto,ON,3.5
EZjxRZkAvrX8k48AXQtaEg,Sugar Marmalade,"3175 Rutherford Road, Unit 30, Building G",Vaughan,ON,3
SxjNgkzAlUG-wt2rSbc2HQ,New Ho King,410 Spadina Ave,Toronto,ON,2.5
_ONkRPvpIYdCuj9u6cIPeA,Miu Garden,"4390 Steeles Avenue E, Unit B17",Markham,ON,3
9q8V8KCLbIStR-Pj3vM7qg,Chung King Garden Restaurant,7330 Yonge Street,Vaughan,ON,3
Wk2vbs-Va9Alf8cZqqAVQA,La Perle,4230 Boulevard Saint-Jean,Dollard-des-Ormeaux,QC,3
h8zFBTYBKSwDFcHuFgwpmQ,Day & Night Angus Beef Hot Pot,"9021 Leslie Street, Unit 9 - 13",Richmond Hill,ON,4
dSsgEnAatsMNDKF9T4oORQ,New Verdun,5001 Rue de Verdun,Verdun,QC,3
5GcHJvxiTrIt23gB0qMdjw,Leslie Cafe,149B Ravel Road,Toronto,ON,3
L1XHTn7S-6har9UGAPjcWQ,Papa Chang's Tea Bistro,"280 W Beaver Creek Rd, Unit 30",Richmond Hill,ON,3.5
IoUtQRoXPuDcAsfp-Q7CLQ,Yan Can Cook,3225 Highway 7,Markham,ON,3.5
3pTp_EDVffBFTUNKCOXjdw,New Dynasty Buffet Restaurant,575 28 Street SE,Calgary,AB,2.5
J_btDyZbIv0hZNjrw56zlA,New Sky Restaurant,353 Spadina Avenue,Toronto,ON,3.5
xuD16x4Jlc__QMtl-AY6Xg,Emperor Fine Chinese Cuisine,9019 Bayview Ave,Richmond Hill,ON,3
aOlDFcsNtVvAkbHRoZgJcw,Hakka Village Chinese Restaurant,144 Kennedy Road S,Brampton,ON,3.5
0gVPTer9PnXRmSjuHt-XgQ,Silver Inn Restaurant,2702 Ctr St N,Calgary,AB,3.5
QKJ95dgf9YqGuztaeRe2Lg,China China Palace,1891 Rathburn Road E,Mississauga,ON,3
lv3h7WwuxPyJNLTeWeL5LQ,Century Palace Chinese Restaurant,398 Ferrier Street,Markham,ON,2.5
qG0W_SEJElhnfvv29Zac_w,Pebble Street Restaurant,999 36 Street NE,Calgary,AB,3
xI4IId1ZXfSflFvfbAtTVQ,Golden China,6001 14th Avenue,Markham,ON,4
y3A7FES84gb85UxTTTQ_Xw,Oh Dumplings!,1065-1085 Rue Clark,Montréal,QC,3
lapNvwl_u-x_g9MlMjW1FQ,Hai Feng Chinese,1606 Eglinton Avenue W,Toronto,ON,2.5
0VtWeDkqzj9CE3MF0geWYA,Peaktop Restaurant,3235 Hwy 7,Markham,ON,2.5
y4z0iQZWN4R2Fk8SiPQU5A,Urban Hakka,3305 Yonge Street,Toronto,ON,4
BJ9GwNMo8vIgSuKc6B_mOw,Dynasty Chinese Cuisine,69 Yorkville Avenue,Toronto,ON,3
BsyNabKZJOVIHWmwUghreg,Spring Rolls,691 Yonge Street,Toronto,ON,3
OS5IyYEXgYV9_Z0iS4MkOw,Yip's Kitchen,"St. Lawrence Market, 92 Front Street E, Lower Level",Toronto,ON,4
C7oHVsJyxNGH2D9yXUB2kw,Modern Wok,145 King Street W,Toronto,ON,4
PViWXTbiRkRjZhAdH0xLxg,Cynthia's Chinese Restaurant,16715 Yonge Street,Newmarket,ON,3.5
OYfXGMEwcMKj_gty5e_Udg,Blue Ocean Cafe,8392 Kennedy Rd,Markham,ON,3
WmuoWetYC-4U2-V4taC6Wg,Yueh Tung Restaurant,126 Elizabeth Street,Toronto,ON,3.5
aO7CRy6Gi_q9PpA5uXe_OA,Green Bites Dumpling & Tea Bar,"35 Resolution Drive, Suite B10",Brampton,ON,4.5
AsgwKCJqyBqdiHdEBqeq3w,Singapore Sam's,555 11 Avenue SW,Calgary,AB,3
Go7A32yJ0eFXqE_-8Os7EQ,Mizumi Sushi Asian Cuisin,6233 Bathrust Street,Toronto,ON,3
TERNBX3fY1-oWsNfjjawsw,Grand Fortune Food Mart,4390 Steeles Ave E,Markham,ON,2
ffi1TJTShRnGh6rjuwdtsQ,Bliss Chinese Cuisine,6485 Mississauga Road N,Mississauga,ON,3.5
neNQJHi50U4z8N-XUgRNnA,China Palace Restaurant,"6219 Centre Street NW, Ste 21",Calgary,AB,4.5
Q4VYrJr_UPixyLXSnA4O2g,Everest Hakka House,2356 Lakeshore Boulevard W,Etobicoke,ON,4
yiVv6EtyjrIJ34BgB_O4vA,J'adore Hot Pot,C-7-8380 Kennedy Road,Markham,ON,3.5
bgAkl-VUhz1Vcoi5GHkMUQ,Le Ming Chuan,"8075 Boulevard Taschereau, Carrefour Pelletier",Brossard,QC,3
SZldZinCvCRE6u92q0u0cA,Spring China House,961 Eglinton Avenue W,Toronto,ON,2.5
Vs_SBEmz2dBBCrTmAR89bA,Bonavista Peking House,755 Lake Bonavista Dr SE,Calgary,AB,3
GOE85NOtCc5zmqOrzVGLXg,Golden National,3 High Street SE,Calgary,AB,3
WbQOuI7mVST8XrJotWq9fA,Kom Jug Yuen Restaurant,371 Spadina Avenue,Toronto,ON,3
MKviRVX2QxRgGS6juCEeYg,Fantasy Eatery,3320 Midland Avenue,Toronto,ON,3.5
_GwVhLhVF_NkEjdcY0TZ8w,360 Seahood,"4188 Finch Avenue E, Unit14-15",Toronto,ON,3
IIVGlLVf1oggMOOtbblrYQ,Soups et Nouilles,1871 Rue Sainte-Catherine Ouest,Montréal,QC,3
MLVBJjbgk3sLZYyxqBD4XA,Marathon Cafe,155 E Beaver Creek Road,Richmond Hill,ON,3
qGLEE1yA1bK0YdlGI-S39A,Wonton Chai Noodle,"4040 Creditview Road, Unit 22",Mississauga,ON,4
9plS24hVE2wSw1RLGNBa9Q,Rougamo & Noodles,4905A Yonge Street,Toronto,ON,3
VPcFNI-6HICR5SJM--KjNA,Bill’s Peking House,380 Canyon Meadows Drive SE,Calgary,AB,4
