business_id,food.pos,food.neg,service.pos,service.neg,ambience.pos,ambience.neg,price.pos,price.neg,misc.pos,misc.neg,review counts,star,fp,fn,sp,sn,ap,an,pp,pn,mp,mn
C1JNZrYl3H-YzF1dys9SoQ,265.875,-75.75,235.625,-86,83.5,-27,33.5,-15,32.5,-19.25,98,3,2.713010204,-0.772959184,2.404336735,-0.87755102,0.852040816,-0.275510204,0.341836735,-0.153061224,0.331632653,-0.196428571
c1VhAIzfRqnYUao6RQmjQw,55.5,-19.5,25.5,-16.5,6.5,-4,6,-2,5,-4.5,17,3,3.264705882,-1.147058824,1.5,-0.970588235,0.382352941,-0.235294118,0.352941176,-0.117647059,0.294117647,-0.264705882
c4CKIYAeV7O0UKHsYuzkwQ,51.5,-18.5,55,-20.5,20,-8,10.5,-6,13,-7.5,28,4,1.839285714,-0.660714286,1.964285714,-0.732142857,0.714285714,-0.285714286,0.375,-0.214285714,0.464285714,-0.267857143
c4-w_6Xv4i2qRE3c4Qas7w,237.5,-164,195,-93,66.3125,-47,32.25,-11.25,43,-16.5,92,4,2.581521739,-1.782608696,2.119565217,-1.010869565,0.720788043,-0.510869565,0.350543478,-0.122282609,0.467391304,-0.179347826
c56XijYc2vT3YWhtXkPJaw,41.5,-6,23.5,-6,3,-1,1.5,0,2.5,0,18,4,2.305555556,-0.333333333,1.305555556,-0.333333333,0.166666667,-0.055555556,0.083333333,0,0.138888889,0
C7oHVsJyxNGH2D9yXUB2kw,69,-27,48.5,-13,22,-6.5,13.5,-6,7,-3,28,4,2.464285714,-0.964285714,1.732142857,-0.464285714,0.785714286,-0.232142857,0.482142857,-0.214285714,0.25,-0.107142857
c7wwhjj0kmmDvEssl6qJ0Q,21,-5,35,-14.25,9,-1,8.5,-1.5,5,-3,11,3.5,1.909090909,-0.454545455,3.181818182,-1.295454545,0.818181818,-0.090909091,0.772727273,-0.136363636,0.454545455,-0.272727273
C8Ehjy_oDzYcy3-wf32Y4A,91,-17,96.5,-24.5,34.375,-8,21,-1,33,-5,49,4,1.857142857,-0.346938776,1.969387755,-0.5,0.701530612,-0.163265306,0.428571429,-0.020408163,0.673469388,-0.102040816
c8W-jLGOk74_h9gOa68xSQ,46.5,-16.5,28,-21.5,10,-2.5,2.75,-2,10.75,-2,18,3,2.583333333,-0.916666667,1.555555556,-1.194444444,0.555555556,-0.138888889,0.152777778,-0.111111111,0.597222222,-0.111111111
CanfdSFEs_o_h9SBvxyXlg,60,-12.5,48.5,-19.5,14,-3,15.5,-4.5,9.75,-4,34,3.5,1.764705882,-0.367647059,1.426470588,-0.573529412,0.411764706,-0.088235294,0.455882353,-0.132352941,0.286764706,-0.117647059
CBOsWj63K1_O1m2Ounz7bQ,48.5,-25.75,34.5,-29,13,-9,7.5,-2,5,-4,29,2,1.672413793,-0.887931034,1.189655172,-1,0.448275862,-0.310344828,0.25862069,-0.068965517,0.172413793,-0.137931034
cbVaCo7DdU4ClI3ujqnMyw,66.25,-8.5,74.25,-14.5,16,-5,8.5,0,2,-4,21,4.5,3.154761905,-0.404761905,3.535714286,-0.69047619,0.761904762,-0.238095238,0.404761905,0,0.095238095,-0.19047619
Cbvx1IxPniwo_Ybk4CdIBQ,34.5,-3,51.625,-5,7,-4,5,-2,6.5,-4,11,4.5,3.136363636,-0.272727273,4.693181818,-0.454545455,0.636363636,-0.363636364,0.454545455,-0.181818182,0.590909091,-0.363636364
cdJDKOB0Todcqnv6CiOQTg,32,-4,16.5,-8,10,-5,9,-2,2,-1,15,3.5,2.133333333,-0.266666667,1.1,-0.533333333,0.666666667,-0.333333333,0.6,-0.133333333,0.133333333,-0.066666667
cdLBNUBgPurw3PyLXvbiGA,140.25,-64,119.5,-30,18,-14.5,32,-8,14.5,-3,48,3.5,2.921875,-1.333333333,2.489583333,-0.625,0.375,-0.302083333,0.666666667,-0.166666667,0.302083333,-0.0625
CDzk5ayt_e86MuNlLFvLDQ,289.875,-102.5,280,-134.25,69.5,-68,27.25,-15,38,-17,105,3.5,2.760714286,-0.976190476,2.666666667,-1.278571429,0.661904762,-0.647619048,0.25952381,-0.142857143,0.361904762,-0.161904762
cE7ArG7tPXsLSBbgHGHYZA,78,-22.5,62.75,-9,27,-9,12.5,-4,8.5,-3,30,4,2.6,-0.75,2.091666667,-0.3,0.9,-0.3,0.416666667,-0.133333333,0.283333333,-0.1
cEFnJrDaz7BLO0xOCJlF6A,120.75,-126,84.25,-71,24,-37,18.5,-16.75,13,-14,60,2,2.0125,-2.1,1.404166667,-1.183333333,0.4,-0.616666667,0.308333333,-0.279166667,0.216666667,-0.233333333
cEIrFjyk_-TC70kr3J7lEg,41,-16,33.5,-17.5,9.25,-1,10.5,-2,7.875,-6.375,16,3,2.5625,-1,2.09375,-1.09375,0.578125,-0.0625,0.65625,-0.125,0.4921875,-0.3984375
cEqOh78v1g1RCWHyuHwQng,113.0625,-54.75,78.125,-40,26.5,-12,9,-9,9.5,-9,36,3.5,3.140625,-1.520833333,2.170138889,-1.111111111,0.736111111,-0.333333333,0.25,-0.25,0.263888889,-0.25
CFRMFcqspWPyhKzUhwIQJA,33.5,-5.5,25,-11.5,17.5,-5.5,5.5,-1,4.25,0,15,3.5,2.233333333,-0.366666667,1.666666667,-0.766666667,1.166666667,-0.366666667,0.366666667,-0.066666667,0.283333333,0
CfYZJ81nL6-6fFqS8OMR9Q,33,-7.5,34.25,-23.5625,9,-2,2,0,9.5,0,20,3,1.65,-0.375,1.7125,-1.178125,0.45,-0.1,0.1,0,0.475,0
CIFjkjllhTPGyx9eWBwJGQ,65,-16,52.5,-19,21,-5,2.5,-3,9,-5,26,3.5,2.5,-0.615384615,2.019230769,-0.730769231,0.807692308,-0.192307692,0.096153846,-0.115384615,0.346153846,-0.192307692
cjatara6LkXRu2BXD_jxlA,119,-40,108.5,-34.5,55.25,-19.5,11,-10,14.5,-2.5,52,3.5,2.288461538,-0.769230769,2.086538462,-0.663461538,1.0625,-0.375,0.211538462,-0.192307692,0.278846154,-0.048076923
Cjs6QghR-nIninfgAoErvw,34.5,-22,26.5,-16.5,14.25,-2.5,9,-1,8.5,-1,19,3.5,1.815789474,-1.157894737,1.394736842,-0.868421053,0.75,-0.131578947,0.473684211,-0.052631579,0.447368421,-0.052631579
ckLk2nQiTGeVgg62JxZGZg,82,-64.5,56.5,-42.75,19.5,-19,7,-1,3,-8,41,3,2,-1.573170732,1.37804878,-1.042682927,0.475609756,-0.463414634,0.170731707,-0.024390244,0.073170732,-0.195121951
Cl0MirLvlTgDI2TQJtC7pw,56.5,-29.5,71.5,-21,30,-5,11,-10,5,0,31,3,1.822580645,-0.951612903,2.306451613,-0.677419355,0.967741935,-0.161290323,0.35483871,-0.322580645,0.161290323,0
CMN2zW7c5bdXT_esaKm_YA,29.75,-29,36.75,-3.5,4,-7,3,-2,7.25,-2,20,4.5,1.4875,-1.45,1.8375,-0.175,0.2,-0.35,0.15,-0.1,0.3625,-0.1
cNWxGkoyNssl17kY9-gAEw,33.5,-10.25,31.75,-6,10,0,2,0,6,0,15,4,2.233333333,-0.683333333,2.116666667,-0.4,0.666666667,0,0.133333333,0,0.4,0
CPcy22Hd2F7z0EKG66FMRA,89.75,-42,86.25,-22.5,30.25,-23.5,13,-2,17.5,-2,28,3.5,3.205357143,-1.5,3.080357143,-0.803571429,1.080357143,-0.839285714,0.464285714,-0.071428571,0.625,-0.071428571
cPXasVLtq_1gmuSg65TUfQ,1022.5,-344.75,848.75,-307.25,280.5,-100,129.5,-36.5,123.5,-45.5,305,3.5,3.352459016,-1.130327869,2.782786885,-1.007377049,0.919672131,-0.327868852,0.424590164,-0.119672131,0.404918033,-0.149180328
cPzIic1AqH1ApTVVaww5hw,181.625,-90.5,131.875,-121.25,63.25,-26,42,-14,25,-20,99,2.5,1.83459596,-0.914141414,1.332070707,-1.224747475,0.638888889,-0.262626263,0.424242424,-0.141414141,0.252525253,-0.202020202
CrBIsL2Aq1j8Pu5tpYJggA,36,-5.5,14.5,-4,5,-4.5,7,-3,2,0,11,3.5,3.272727273,-0.5,1.318181818,-0.363636364,0.454545455,-0.409090909,0.636363636,-0.272727273,0.181818182,0
Cs8BaiKkyNU6mzxq9nTsmg,513,-160,472.6875,-157.125,138.5,-50.25,74.75,-20.5,57,-18,191,3.5,2.685863874,-0.837696335,2.474803665,-0.822643979,0.72513089,-0.263089005,0.391361257,-0.107329843,0.298429319,-0.094240838
ctEDsN8pX1dqCFbYaqruyw,51.25,-23,46,-22,13,-5,6.5,-3,3,-2,19,3.5,2.697368421,-1.210526316,2.421052632,-1.157894737,0.684210526,-0.263157895,0.342105263,-0.157894737,0.157894737,-0.105263158
ctTiEiUTY_FvnZ0ovBeZWQ,44.5,-15,28.875,-4.5,15.5,-5.875,12,-10,10,-3,22,4,2.022727273,-0.681818182,1.3125,-0.204545455,0.704545455,-0.267045455,0.545454545,-0.454545455,0.454545455,-0.136363636
c-Ur4wPDNjt-e2N5MkRRaQ,142.75,-100.75,162,-85,54.75,-43,20,-17,27.75,-11,62,3,2.302419355,-1.625,2.612903226,-1.370967742,0.883064516,-0.693548387,0.322580645,-0.274193548,0.447580645,-0.177419355
cw9Vp_nxdgH5KzYuu1AC2Q,49.375,-7,24.75,-9,16,-5.5,1,-1,4,0,11,3.5,4.488636364,-0.636363636,2.25,-0.818181818,1.454545455,-0.5,0.090909091,-0.090909091,0.363636364,0
cwsxAGssF-DBU-Gj9_yg9Q,211.875,-22.25,130.875,-31,53.75,-21,38.75,-4,53.75,-7,72,4,2.942708333,-0.309027778,1.817708333,-0.430555556,0.746527778,-0.291666667,0.538194444,-0.055555556,0.746527778,-0.097222222
cxe6D9wp3NvQ39Eu9-hZpA,91.5,-14.5,59.5,-10.5,24,0,10.5,-5,10.5,0,33,4,2.772727273,-0.439393939,1.803030303,-0.318181818,0.727272727,0,0.318181818,-0.151515152,0.318181818,0
CY3N_T_35gqOXkwQbSeSTA,42.5,-18,69,-42.5,19,-18.5,11.5,-8.5,15,-6,35,3.5,1.214285714,-0.514285714,1.971428571,-1.214285714,0.542857143,-0.528571429,0.328571429,-0.242857143,0.428571429,-0.171428571
Cy5VGp4Qhq6AI3Y9ukR2sA,131,-60,99.25,-51,40.75,-21,11,-9,13,-8,58,2.5,2.25862069,-1.034482759,1.711206897,-0.879310345,0.702586207,-0.362068966,0.189655172,-0.155172414,0.224137931,-0.137931034
CZK8pOfcrG7QhhZTfeis8g,155.875,-125.5,157.5,-80.5,36,-22.5,23,-11,23,-13,75,2.5,2.078333333,-1.673333333,2.1,-1.073333333,0.48,-0.3,0.306666667,-0.146666667,0.306666667,-0.173333333
CztDemHy1q1f2R3VV9jmvA,297.75,-120.25,249.125,-94.5,147.625,-37,19,-13.5,33.5,-12.5,101,3.5,2.948019802,-1.190594059,2.466584158,-0.935643564,1.461633663,-0.366336634,0.188118812,-0.133663366,0.331683168,-0.123762376
d_jxInosU_3cAYI0qi34UA,142.5,-67,125.25,-81.75,47,-31.25,45,-11.5,14,-8,77,3,1.850649351,-0.87012987,1.626623377,-1.061688312,0.61038961,-0.405844156,0.584415584,-0.149350649,0.181818182,-0.103896104
d_oEgPEL7jaMVDBsRf2t-A,145,-48.5,92,-32.25,37.5,-25.5,20,-5,21,-1,57,4,2.543859649,-0.850877193,1.614035088,-0.565789474,0.657894737,-0.447368421,0.350877193,-0.087719298,0.368421053,-0.01754386
D84t4wCarKR7h9lbWZDFmQ,35,-13.5,25,-16,9.5,-11,8,-3,1,-2,16,2.5,2.1875,-0.84375,1.5625,-1,0.59375,-0.6875,0.5,-0.1875,0.0625,-0.125
D9bf5U0y_0MnL9wMFc4bKQ,361.75,-106.5,336.125,-75.5,142.75,-35.75,43.125,-17.5,45.75,-18.5,109,4,3.318807339,-0.97706422,3.083715596,-0.69266055,1.309633028,-0.327981651,0.395642202,-0.160550459,0.419724771,-0.169724771
Da_-x3QESNVRXHKIsXAg3g,55,-19,29,-16,15,-8.5,3,-2,6,-1,18,4,3.055555556,-1.055555556,1.611111111,-0.888888889,0.833333333,-0.472222222,0.166666667,-0.111111111,0.333333333,-0.055555556
dAtT3iwh3Os5lkA7TySvNg,70,-22.5,52,-21.5,20.25,-16.5,1,-2,8.5,-1,23,3,3.043478261,-0.97826087,2.260869565,-0.934782609,0.880434783,-0.717391304,0.043478261,-0.086956522,0.369565217,-0.043478261
dBF_CJt0XDLbLVVr_oXkbw,24,-9,18,-2,14,-1,1,-1.5,1,-1.5,11,4,2.181818182,-0.818181818,1.636363636,-0.181818182,1.272727273,-0.090909091,0.090909091,-0.136363636,0.090909091,-0.136363636
DDLpQjU_Ec8OoJlHmdaodg,40.5,-3,23.5,-5,4,-1,6,0,2,-1,16,3.5,2.53125,-0.1875,1.46875,-0.3125,0.25,-0.0625,0.375,0,0.125,-0.0625
dfDmylDjZAccgMyhYPbZaA,93.75,-41,86,-45.25,43.75,-13,16,-3,15,-4,45,3,2.083333333,-0.911111111,1.911111111,-1.005555556,0.972222222,-0.288888889,0.355555556,-0.066666667,0.333333333,-0.088888889
dG8-YAgrw5HS1hgdVRPHpA,54.875,-10,46.375,-31,24.375,-13,15.625,-4,2.5,-2,29,3,1.892241379,-0.344827586,1.599137931,-1.068965517,0.840517241,-0.448275862,0.538793103,-0.137931034,0.086206897,-0.068965517
dgIrIkCBiHtAHZ86_-awFQ,194.25,-138.875,162.625,-113,52,-58.375,36.75,-25.5,20,-11.5,72,3,2.697916667,-1.928819444,2.258680556,-1.569444444,0.722222222,-0.810763889,0.510416667,-0.354166667,0.277777778,-0.159722222
DgQOqU9OOHkb7xzG9Aq0fw,25,-6,20,-2,3.5,-7.25,4,0,1,-2,10,3.5,2.5,-0.6,2,-0.2,0.35,-0.725,0.4,0,0.1,-0.2
Dh2Z3WNu6M71LbMNHEeg3w,12,-10.5,3,-13,4,-7,1,-2,0,-2,15,1.5,0.8,-0.7,0.2,-0.866666667,0.266666667,-0.466666667,0.066666667,-0.133333333,0,-0.133333333
d-iIDYzH9Iw-dDjM-93EMw,30.5,-13,31.25,-19.5,4,-5,0,0,1,0,11,4,2.772727273,-1.181818182,2.840909091,-1.772727273,0.363636364,-0.454545455,0,0,0.090909091,0
dj2KhjtZBC3Y1IrAsDXYng,49,-5,56.25,-17.75,19.5,-7.5,4,0,11,0,19,4.5,2.578947368,-0.263157895,2.960526316,-0.934210526,1.026315789,-0.394736842,0.210526316,0,0.578947368,0
dJnF_GUWdoX3tUucpKbYMg,172.75,-147.5,106.5,-90.25,25,-39.75,43,-18,20,-7,74,2.5,2.334459459,-1.993243243,1.439189189,-1.219594595,0.337837838,-0.537162162,0.581081081,-0.243243243,0.27027027,-0.094594595
djVzd-9vZWisUKYDnn1TWA,14.5,-14,16.5,-8.5,7,-6.5,7,-4,2,0,14,2,1.035714286,-1,1.178571429,-0.607142857,0.5,-0.464285714,0.5,-0.285714286,0.142857143,0
DkIx-Ymij3BA7nrwYu9UIA,91.375,-34,88,-42,32.25,-8,16.5,0,3,-2,36,3,2.538194444,-0.944444444,2.444444444,-1.166666667,0.895833333,-0.222222222,0.458333333,0,0.083333333,-0.055555556
DKMW5M-VI8QKA9YFuBvWtA,36.5,-7,30.5,-15,14.75,-5,6.5,-1,8,-1,11,4,3.318181818,-0.636363636,2.772727273,-1.363636364,1.340909091,-0.454545455,0.590909091,-0.090909091,0.727272727,-0.090909091
dKOrxsz6ygqa-AatwzpKyQ,151.5,-155.25,139.25,-129.5,47.25,-24.5,24.5,-16.5,38,-16,73,3,2.075342466,-2.126712329,1.907534247,-1.773972603,0.647260274,-0.335616438,0.335616438,-0.226027397,0.520547945,-0.219178082
dKzp--NRN0dxkcvAczzSOw,13,-6.5,7.5,-2,4,-1,2.5,0,0,-1,11,3.5,1.181818182,-0.590909091,0.681818182,-0.181818182,0.363636364,-0.090909091,0.227272727,0,0,-0.090909091
dL3gqcsFrhtN2uvrDupl5A,97.875,-38.25,68.25,-38,26.75,-10,11.5,-2,17.5,-8,36,3.5,2.71875,-1.0625,1.895833333,-1.055555556,0.743055556,-0.277777778,0.319444444,-0.055555556,0.486111111,-0.222222222
Dl-hhPCjRJM221XSwiuTbg,163.625,-41,230,-70.5,67.5,-29.5,37,-20.5,16.5,-8,71,3,2.304577465,-0.577464789,3.23943662,-0.992957746,0.950704225,-0.415492958,0.521126761,-0.288732394,0.232394366,-0.112676056
dltDW0fS4HzxZ0A7PDT5jg,114.5,-78.25,145.75,-56,41.25,-19,21,-1,23,-4,52,4,2.201923077,-1.504807692,2.802884615,-1.076923077,0.793269231,-0.365384615,0.403846154,-0.019230769,0.442307692,-0.076923077
dN3-yXUI6ybiLhO-lF5oQg,35.25,-8,37,-8,13.5,-4,7,-5.5,12,0,19,3,1.855263158,-0.421052632,1.947368421,-0.421052632,0.710526316,-0.210526316,0.368421053,-0.289473684,0.631578947,0
DN4FY9ZLe4TGPtGtQtNhaw,44.5,-19.5,32.5,-30.5,18,-8.5,9,-4,4,-7,21,3,2.119047619,-0.928571429,1.547619048,-1.452380952,0.857142857,-0.404761905,0.428571429,-0.19047619,0.19047619,-0.333333333
dndeG_UVJHF1yAdLlZxPzA,20.25,-23,21.5,-9,3,-5.5,8,-3,5,-4,10,3.5,2.025,-2.3,2.15,-0.9,0.3,-0.55,0.8,-0.3,0.5,-0.4
dNdKrKp7H1xtOxkONkXjkg,26.5,-10,14,-8.5,6.25,-5,4,-3,0,-2,12,4,2.208333333,-0.833333333,1.166666667,-0.708333333,0.520833333,-0.416666667,0.333333333,-0.25,0,-0.166666667
dnNjNkcYSjFudOLcOFkxlg,27.5,-8,24.75,-22,6.5,-13,7.5,-3.25,2,-2,14,2.5,1.964285714,-0.571428571,1.767857143,-1.571428571,0.464285714,-0.928571429,0.535714286,-0.232142857,0.142857143,-0.142857143
DoSp0KBcnwn4SYssW7P2Ow,211.25,-83.125,137.375,-107.625,83.25,-48.5,20.5,-9,18,-20,74,3,2.85472973,-1.123310811,1.856418919,-1.454391892,1.125,-0.655405405,0.277027027,-0.121621622,0.243243243,-0.27027027
DoZnn9iFwXglLs8Smmvd8A,44.0625,-15.25,21.25,-30,11.25,-3,7.5,0,3.5,0,17,3.5,2.591911765,-0.897058824,1.25,-1.764705882,0.661764706,-0.176470588,0.441176471,0,0.205882353,0
DPoXCmKt5PNXEpZNirg96w,11.5,-3,16.5,-5,1,-3.5,2,0,2,-1,12,3,0.958333333,-0.25,1.375,-0.416666667,0.083333333,-0.291666667,0.166666667,0,0.166666667,-0.083333333
dPVCSAu8xVIDXD-C3s6c5Q,48.25,-15.25,51.25,-7.5,7,-3,12,0,7,-2,14,4,3.446428571,-1.089285714,3.660714286,-0.535714286,0.5,-0.214285714,0.857142857,0,0.5,-0.142857143
dQojkooHaWvyCor5qcAS6Q,138,-39.5,114.5,-36.75,33.625,-39.5,19.5,-7,8.5,-6,38,3.5,3.631578947,-1.039473684,3.013157895,-0.967105263,0.884868421,-1.039473684,0.513157895,-0.184210526,0.223684211,-0.157894737
DqSTQWhRU3WKdIN2b_Nzog,516.625,-113,343.875,-206,138.5,-72,62.25,-24,59.75,-29.5,164,4,3.150152439,-0.68902439,2.09679878,-1.256097561,0.844512195,-0.43902439,0.379573171,-0.146341463,0.364329268,-0.179878049
dSsgEnAatsMNDKF9T4oORQ,6,-4,3,-4,1,0,1,0,1,-2,11,3,0.545454545,-0.363636364,0.272727273,-0.363636364,0.090909091,0,0.090909091,0,0.090909091,-0.181818182
dsVHp2o1mU6BT7sHJkViOA,40,-25.25,23.5,-9.5,9.5,-8,9.5,0,0,-2,20,2.5,2,-1.2625,1.175,-0.475,0.475,-0.4,0.475,0,0,-0.1
dTiofRzCI90BkVbGU8ZY2Q,35.5,-10,28.5,-10,7.5,-7.5,2,-3.5,7,-1,11,4,3.227272727,-0.909090909,2.590909091,-0.909090909,0.681818182,-0.681818182,0.181818182,-0.318181818,0.636363636,-0.090909091
DtqSRW_cr1nm8yTdFVBnYw,73.25,-30.5,49.625,-19.25,23.5,-18.25,9.5,-3,11.5,-6,21,4,3.488095238,-1.452380952,2.363095238,-0.916666667,1.119047619,-0.869047619,0.452380952,-0.142857143,0.547619048,-0.285714286
DuDtRu-zffJgGjFUQkuk_Q,84.25,-36,67.75,-32,19,-8,8,-2,10.5,-4,33,3,2.553030303,-1.090909091,2.053030303,-0.96969697,0.575757576,-0.242424242,0.242424242,-0.060606061,0.318181818,-0.121212121
DuUt446iZMHowlt9AQ5kNg,128.75,-54.5,96.875,-38.5,22,-10.5,9,0,6,-4,35,3.5,3.678571429,-1.557142857,2.767857143,-1.1,0.628571429,-0.3,0.257142857,0,0.171428571,-0.114285714
dvbcUnKv2awsIxog7dO4vw,186,-80,202.25,-52,53.25,-27.25,25,-11,13.5,-8,87,4,2.137931034,-0.91954023,2.324712644,-0.597701149,0.612068966,-0.313218391,0.287356322,-0.126436782,0.155172414,-0.091954023
DVB-m7zPZ2muSqTvP0W5Zw,7,-8,7,-1,0,-1,3,0,2.5,0,10,3.5,0.7,-0.8,0.7,-0.1,0,-0.1,0.3,0,0.25,0
dVMP0_oELc7hf77NYCgudg,97.75,-68.5,108.125,-60,34,-26,13.5,-5,12,-7,43,3,2.273255814,-1.593023256,2.514534884,-1.395348837,0.790697674,-0.604651163,0.313953488,-0.11627907,0.279069767,-0.162790698
DW7ttoWMaI2jWN41gekbiA,54.75,-21.5,50,-20,11,-26,5,0,6.5,-2,23,3,2.380434783,-0.934782609,2.173913043,-0.869565217,0.47826087,-1.130434783,0.217391304,0,0.282608696,-0.086956522
dwgeEOAcPuR-GhpMBaJmjA,65.5,-30.5,127.5,-25.5,29.5,-16.5,8.5,-7,3,-2,29,3,2.25862069,-1.051724138,4.396551724,-0.879310345,1.017241379,-0.568965517,0.293103448,-0.24137931,0.103448276,-0.068965517
DxbdfvNYPCyiLJDDPJK3Tg,76,-39.5,84.75,-45.5,22.75,-18.5,14,0,8,-6,41,3.5,1.853658537,-0.963414634,2.067073171,-1.109756098,0.554878049,-0.451219512,0.341463415,0,0.195121951,-0.146341463
dz3iE4ab6XtODq15qmLSzA,31,-8,25.75,-1,2,-2.5,7,0,6,0,10,4,3.1,-0.8,2.575,-0.1,0.2,-0.25,0.7,0,0.6,0
E_mRnwhHLuz6tgMBScw1mw,93,-24.5,102.5,-17.5,30,-4,23.5,-1,15.5,-4.25,34,4.5,2.735294118,-0.720588235,3.014705882,-0.514705882,0.882352941,-0.117647059,0.691176471,-0.029411765,0.455882353,-0.125
E0h1kK-8P_DtBHk5ClVI_g,75,-15,54.75,-45.5,21.5,-11,11,-3,7,-3,27,3,2.777777778,-0.555555556,2.027777778,-1.685185185,0.796296296,-0.407407407,0.407407407,-0.111111111,0.259259259,-0.111111111
E0iHvHraTa-t6ka9rYL8uQ,38.25,-5.5,49,-12.25,14.5,-7,5,-2.5,8,-0.75,12,4,3.1875,-0.458333333,4.083333333,-1.020833333,1.208333333,-0.583333333,0.416666667,-0.208333333,0.666666667,-0.0625
e178giuAicIhb16ymOtiBg,1080.59375,-364.875,871.625,-340.25,291.75,-114.75,99.25,-61.5,188.75,-54.875,215,3.5,5.026017442,-1.697093023,4.054069767,-1.58255814,1.356976744,-0.53372093,0.461627907,-0.286046512,0.877906977,-0.255232558
e1W5fwngUYf3kdsgxo4spg,231.375,-86.625,119.5,-57.25,88.25,-24.5,12,-11,52,-10.5,92,4,2.514945652,-0.941576087,1.298913043,-0.622282609,0.95923913,-0.266304348,0.130434783,-0.119565217,0.565217391,-0.114130435
E1WG9lbypCMKlKhAjzWRsQ,23.5,-15,16,-11,7,-13,1,-3,2,-3,10,3,2.35,-1.5,1.6,-1.1,0.7,-1.3,0.1,-0.3,0.2,-0.3
e4BSPTPc5DLjvdJY18EaVA,55.25,-61,59.5,-83,14,-24.5,12.5,-8.25,13.75,-8,41,2.5,1.347560976,-1.487804878,1.451219512,-2.024390244,0.341463415,-0.597560976,0.304878049,-0.201219512,0.335365854,-0.195121951
E4T1Z08kU1QmrYj8xh-Y0Q,42,-28,44,-45.5,3,-9.375,8.5,-6,5.5,-2,21,3,2,-1.333333333,2.095238095,-2.166666667,0.142857143,-0.446428571,0.404761905,-0.285714286,0.261904762,-0.095238095
E7eOOXwMC7wwCRywsvNzUA,328.375,-92.75,347.25,-101,86,-37.25,54,-12.5,43.75,-16,138,4,2.379528986,-0.672101449,2.516304348,-0.731884058,0.623188406,-0.269927536,0.391304348,-0.09057971,0.317028986,-0.115942029
E8g8SNXaZb4QUqJMe9JFyw,48.5,-29.5,46.75,-17.5,12,-2,7,-1.5,2,0,22,3.5,2.204545455,-1.340909091,2.125,-0.795454545,0.545454545,-0.090909091,0.318181818,-0.068181818,0.090909091,0
e9smQsCHC7-ghr_7fWz4Mw,12,-2,32.5,-1,9,-2,0,-1.5,2,-1,13,4,0.923076923,-0.153846154,2.5,-0.076923077,0.692307692,-0.153846154,0,-0.115384615,0.153846154,-0.076923077
ea3kF5zspg4eNmxSbZixsA,31.375,-14,24,-1,7,-6,5,-4,1,-1,10,4,3.1375,-1.4,2.4,-0.1,0.7,-0.6,0.5,-0.4,0.1,-0.1
eDtxNY64sFYGjeFPJYlZ6w,51,-39,60.125,-20,18.5,-19.25,7,-2,5.5,-3,32,3,1.59375,-1.21875,1.87890625,-0.625,0.578125,-0.6015625,0.21875,-0.0625,0.171875,-0.09375
eD-XLSo-j8uIoTnIlrG8YA,141,-116.25,73.25,-26.5,43,-24.5,22.5,-11,23,-5.5,61,4,2.31147541,-1.905737705,1.200819672,-0.43442623,0.704918033,-0.401639344,0.368852459,-0.180327869,0.37704918,-0.090163934
eeyekhEcL3nf22V71b0Vqw,51,-7.5,48,-12,14.5,-6,13.5,-1,4,-1,22,3.5,2.318181818,-0.340909091,2.181818182,-0.545454545,0.659090909,-0.272727273,0.613636364,-0.045454545,0.181818182,-0.045454545
Eg76PjESw705exvbt_VYjQ,42.5,-23,29,-20,12,-8,5,0,1,-4,16,3.5,2.65625,-1.4375,1.8125,-1.25,0.75,-0.5,0.3125,0,0.0625,-0.25
eh9e2wfsXNRa4BgVSXUu7g,65,-19.75,38.5,-24.25,13,-11.75,4.5,-2,3.25,-2,22,3.5,2.954545455,-0.897727273,1.75,-1.102272727,0.590909091,-0.534090909,0.204545455,-0.090909091,0.147727273,-0.090909091
EhGPj8iJDIdaHnWg9d5BgA,548,-268.5,421.25,-169.75,100.25,-61.75,91.25,-30.5,51.25,-29.5,204,3.5,2.68627451,-1.316176471,2.06495098,-0.832107843,0.491421569,-0.302696078,0.447303922,-0.149509804,0.25122549,-0.144607843
EhTYPpGzs2MfDspt1nU7Hg,148.75,-23,112,-22,32.5,-11,17.75,-7,10,-3,36,3.5,4.131944444,-0.638888889,3.111111111,-0.611111111,0.902777778,-0.305555556,0.493055556,-0.194444444,0.277777778,-0.083333333
eI1ZHGOr2Pus842KrZD5ZQ,491.5,-288,454.375,-267.5,175.25,-90.5,74,-36.5,70,-24,189,3.5,2.600529101,-1.523809524,2.404100529,-1.415343915,0.927248677,-0.478835979,0.391534392,-0.193121693,0.37037037,-0.126984127
eIO1Gj0MX29aQXTIEdCpqA,36.75,-13,11,-4,5,-3,3,0,0,0,10,4,3.675,-1.3,1.1,-0.4,0.5,-0.3,0.3,0,0,0
EKnbQlntPX0FsgAC94XniA,246.625,-67,143,-88,47.25,-20,20.5,-10.5,24.25,-6,74,3,3.33277027,-0.905405405,1.932432432,-1.189189189,0.638513514,-0.27027027,0.277027027,-0.141891892,0.327702703,-0.081081081
eLExQY6_KOYaayapWNp5IQ,37,-17.5,33.5,-19,8.5,-1,0,0,6,-1,13,3.5,2.846153846,-1.346153846,2.576923077,-1.461538462,0.653846154,-0.076923077,0,0,0.461538462,-0.076923077
